text,context,target
Spreads and toppings are great - though a bit pricey.,FOOD#PRICES,toppings
Service is fast and friendly.,SERVICE#GENERAL,Service
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",SERVICE#GENERAL,NULL
But that is highly forgivable.,SERVICE#GENERAL,NULL
"Been there, done that, and New York, it's not that big a deal.",RESTAURANT#GENERAL,NULL
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",FOOD#QUALITY,food
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",AMBIENCE#GENERAL,ambience
"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",RESTAURANT#MISCELLANEOUS,NULL
"Rao is a good restaurant, but it's nothing special.",RESTAURANT#GENERAL,Rao
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",FOOD#QUALITY,indian cuisine
You must try the shrimp appetizers.,FOOD#QUALITY,shrimp appetizers
Even my Indian friend couldn't believe how good and tasty everything was.,FOOD#QUALITY,NULL
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,AMBIENCE#GENERAL,ambience
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,SERVICE#GENERAL,staff
"Great food, great prices, great service.",FOOD#QUALITY,food
"Great food, great prices, great service.",RESTAURANT#PRICES,NULL
"Great food, great prices, great service.",SERVICE#GENERAL,service
"If you are looking for a good quality, cheap eats - this is the place.",FOOD#QUALITY,eats
"If you are looking for a good quality, cheap eats - this is the place.",FOOD#PRICES,eats
it's a perfect place to have a amanzing indian food.,FOOD#QUALITY,indian food
I really loved the different and inovated touch that's the cheff gives to the food.,FOOD#STYLE_OPTIONS,cheff
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",AMBIENCE#GENERAL,place
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",SERVICE#GENERAL,service
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",FOOD#QUALITY,bagels
Great bagels made the old-fashioned way.,FOOD#QUALITY,bagels
Great bagels made the old-fashioned way.,FOOD#STYLE_OPTIONS,bagels
Drawbacks: service is slow and they don't toast!,SERVICE#GENERAL,service
The food was absolutely amazing!!,FOOD#QUALITY,food
The baked clams octopus we shared as appetizers were the best we've ever had!! ,FOOD#QUALITY,baked clams octopus
"The lamb was tender so full of flavor, the dessert was divine!!",FOOD#QUALITY,lamb
"The lamb was tender so full of flavor, the dessert was divine!!",FOOD#QUALITY,dessert
The waiter was attentive.,SERVICE#GENERAL,waiter
The place itself is beautiful the bar scene seems to be happening.,AMBIENCE#GENERAL,place
The place itself is beautiful the bar scene seems to be happening.,AMBIENCE#GENERAL,bar scene
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,Appetizers
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",SERVICE#GENERAL,waiter
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,potato stuff kanish
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#QUALITY,salmon
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#QUALITY,chicken
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#STYLE_OPTIONS,servings for main entree
Dessert is a joke...dont bother,FOOD#QUALITY,Dessert
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",SERVICE#GENERAL,service
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",AMBIENCE#GENERAL,feel
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",FOOD#STYLE_OPTIONS,portions
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",FOOD#STYLE_OPTIONS,veal
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY,anti-pasta
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY,calamari
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY,pasta mains
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#STYLE_OPTIONS,pasta mains
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,DRINKS#STYLE_OPTIONS,wine list
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,FOOD#PRICES,meal
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",RESTAURANT#PRICES,NULL
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",DRINKS#STYLE_OPTIONS,measures of liquers
Fantastic place.,RESTAURANT#GENERAL,place
Cute and decorative.,AMBIENCE#GENERAL,NULL
A pleasant surprise.,RESTAURANT#GENERAL,NULL
Go there to relax and feel like your somewhere else.,AMBIENCE#GENERAL,NULL
Lucky Strike is a great casual place to just grab a bite to eat.,RESTAURANT#GENERAL,Lucky Strike
"Great food, great decor, great service.",FOOD#QUALITY,food
"Great food, great decor, great service.",AMBIENCE#GENERAL,decor
"Great food, great decor, great service.",SERVICE#GENERAL,service
I recommend it!,RESTAURANT#GENERAL,NULL
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",RESTAURANT#MISCELLANEOUS,spot
(Always ask the bartender for the SEASONAL beer!!!,DRINKS#QUALITY,SEASONAL beer
Guaranteed to be a tasty experience!),DRINKS#QUALITY,NULL
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,RESTAURANT#MISCELLANEOUS,spot
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,RESTAURANT#GENERAL,Heartland Brewery
All the people that I bring there go back on their own and bring THEIR friends!,RESTAURANT#MISCELLANEOUS,NULL
Go there once and oh yes...you will go back...you will...,RESTAURANT#GENERAL,NULL
What a great place!,RESTAURANT#GENERAL,place
Not the typical NYC gimmick theme restaurant.,AMBIENCE#GENERAL,restaurant
"A cool bar with great food, and tons of excellent beer.",AMBIENCE#GENERAL,bar
"A cool bar with great food, and tons of excellent beer.",FOOD#QUALITY,food
"A cool bar with great food, and tons of excellent beer.",DRINKS#QUALITY,beer
"A cool bar with great food, and tons of excellent beer.",DRINKS#STYLE_OPTIONS,beer
And even with it's Pub atmosphere they were great to my kids too!,SERVICE#GENERAL,NULL
Loved it!,RESTAURANT#GENERAL,NULL
The shrimp scampi was excellent and the antipasti were plentiful.,FOOD#QUALITY,shrimp scampi
The shrimp scampi was excellent and the antipasti were plentiful.,FOOD#STYLE_OPTIONS,antipasti
It is expensive but well worth the money.,RESTAURANT#PRICES,NULL
It is expensive but well worth the money.,RESTAURANT#GENERAL,NULL
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",RESTAURANT#GENERAL,Corona
The only thing more wonderful than the food (which is exceptional) is the service.,FOOD#QUALITY,food
The only thing more wonderful than the food (which is exceptional) is the service.,SERVICE#GENERAL,service
The only thing the waiters don't do for you is wipe your chin when you leave.,SERVICE#GENERAL,waiters
Wonderful at holiday time.,RESTAURANT#MISCELLANEOUS,NULL
Cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE#GENERAL,atomosphere
Service was very prompt but slightly rushed.,SERVICE#GENERAL,Service
Service was very prompt but slightly rushed.,SERVICE#GENERAL,Service
"Food was very good, but not what I would consider out of this world.",FOOD#QUALITY,Food
Go here for a romantic dinner but not for an all out wow dining experience.,AMBIENCE#GENERAL,NULL
Go here for a romantic dinner but not for an all out wow dining experience.,RESTAURANT#MISCELLANEOUS,NULL
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,RESTAURANT#MISCELLANEOUS,NULL
Too bad the food wasn't of the same heritage.,FOOD#QUALITY,food
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",FOOD#QUALITY,porcini mushroom pasta special
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",FOOD#QUALITY,seafood tagliatelle
A real dissapointment.,FOOD#QUALITY,NULL
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,FOOD#QUALITY,tiramisu
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,FOOD#QUALITY,NULL
Priced at upper intermediate range.,RESTAURANT#PRICES,NULL
I really liked this place.,RESTAURANT#GENERAL,place
"Everything I had was good, and I'm a eater.",FOOD#QUALITY,NULL
It was pretty inexpensive too.,RESTAURANT#PRICES,NULL
This place has the best Chinese style BBQ ribs in the city.,FOOD#QUALITY,BBQ ribs
This place has the best Chinese style BBQ ribs in the city.,FOOD#STYLE_OPTIONS,BBQ ribs
I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY,rice dishes
I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY,congee (rice porridge)
It's great to go for a quick lunch either alone or with a friend.,RESTAURANT#MISCELLANEOUS,NULL
It's definately not a place to go if you want to impress someone.,RESTAURANT#MISCELLANEOUS,place
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#QUALITY,food
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",AMBIENCE#GENERAL,decor
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#PRICES,food
Quick and friendly service.,SERVICE#GENERAL,service
This is one of the best comfort food places in the city.,RESTAURANT#GENERAL,NULL
It's somewhere you can eat and be happy.,RESTAURANT#GENERAL,NULL
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,main dining room
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,ceiling
"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#QUALITY,food
"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#STYLE_OPTIONS,food
"The food is wonderful, tasty and filling, and the service is professional and friendly.",SERVICE#GENERAL,service
"I can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE#GENERAL,patio
I recently tried Suan and I thought that it was great.,RESTAURANT#GENERAL,Suan
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD#STYLE_OPTIONS,food
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,RESTAURANT#GENERAL,place
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD#PRICES,food
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,SERVICE#GENERAL,service
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,FOOD#QUALITY,food
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,FOOD#QUALITY,hot sauce
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,RESTAURANT#GENERAL,NULL
They all know you.,SERVICE#GENERAL,NULL
Good food.,FOOD#QUALITY,food
Good drink.,DRINKS#QUALITY,drink
How do you rate home?,RESTAURANT#MISCELLANEOUS,NULL
I have never had cheescake like this.,FOOD#QUALITY,cheescake
I thought I had died and gone to heaven.,FOOD#QUALITY,NULL
"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT#GENERAL,spot
"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT#MISCELLANEOUS,spot
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE#GENERAL,NULL
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE#GENERAL,outdoor seating
The food is great and they have a good selecion of wines at reasonable prices.,FOOD#QUALITY,food
The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#STYLE_OPTIONS,selecion of wines
The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#PRICES,selecion of wines
Have been several times and it never dissapoints.,RESTAURANT#GENERAL,NULL
We were less than impressed.,RESTAURANT#GENERAL,NULL
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE#GENERAL,ambiance
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE#GENERAL,atmosphere
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",FOOD#QUALITY,food
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",SERVICE#GENERAL,service
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#QUALITY,chicken casserole
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#STYLE_OPTIONS,chicken casserole
Probably would not go again...,RESTAURANT#GENERAL,NULL
"i've been to sapphire twice and both times the food was fine, if not good.",FOOD#QUALITY,food
"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,chicken
"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,beef
"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,lamb dishes
"service is friendly, and never had a problem walking in and getting a table.",SERVICE#GENERAL,service
"service is friendly, and never had a problem walking in and getting a table.",RESTAURANT#MISCELLANEOUS,NULL
skip dessert.,FOOD#QUALITY,dessert
Best Reuben sandwich ever!,FOOD#QUALITY,Reuben sandwich
A classic!,FOOD#QUALITY,NULL
Don't miss Bloom's on your next trip to Manhatten.,RESTAURANT#GENERAL,Bloom's
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",RESTAURANT#MISCELLANEOUS,place
Thanks Bloom's for a lovely trip.,RESTAURANT#GENERAL,Bloom's
"The food was not fresh, the sauces were bland and very oily.",FOOD#QUALITY,food
"The food was not fresh, the sauces were bland and very oily.",FOOD#QUALITY,sauces
It just wasn't Thai.,FOOD#QUALITY,NULL
Was surprisingly disappointed.,FOOD#QUALITY,NULL
Pizza was a little soggy.,FOOD#QUALITY,Pizza
Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD#QUALITY,Ravioli
Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD#PRICES,NULL
Not enough wines by the glass either.,DRINKS#STYLE_OPTIONS,wines by the glass
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",SERVICE#GENERAL,Service
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",AMBIENCE#GENERAL,setting/atmosphere
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD#QUALITY,Food
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD#PRICES,Food
This place is a great bargain.,RESTAURANT#PRICES,place
Authentic Pakistani food.,FOOD#QUALITY,Pakistani food
People are always friendly.,SERVICE#GENERAL,People
Don't waste money on decor.,AMBIENCE#GENERAL,decor
"Just straight up cheap, good food.",FOOD#QUALITY,food
"Just straight up cheap, good food.",FOOD#PRICES,food
Faan is sooo good.,RESTAURANT#GENERAL,Faan
The best pad thai i've ever had.,FOOD#QUALITY,pad thai
The design and atmosphere is just as good.,AMBIENCE#GENERAL,design
The design and atmosphere is just as good.,AMBIENCE#GENERAL,atmosphere
bottles of wine are cheap and good.,DRINKS#PRICES,bottles of wine
bottles of wine are cheap and good.,DRINKS#QUALITY,bottles of wine
What more could you want?,RESTAURANT#GENERAL,NULL
The food was actually aweful.,FOOD#QUALITY,food
I'm not picky - but it was actually gross.,FOOD#QUALITY,NULL
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,mussles
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,seabass
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,goat cheese salad
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,penne w/ chicken
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,NULL
"Nice atmosphere, the service was very pleasant and the desert was good.",AMBIENCE#GENERAL,atmosphere
"Nice atmosphere, the service was very pleasant and the desert was good.",SERVICE#GENERAL,service
"Nice atmosphere, the service was very pleasant and the desert was good.",FOOD#QUALITY,desert
Wouldn't recomend it for dinner!,RESTAURANT#GENERAL,NULL
This is the perfect date spot for Williamsburg couples.,RESTAURANT#MISCELLANEOUS,NULL
The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE#GENERAL,jukebox
"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#QUALITY,food
"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#STYLE_OPTIONS,pastas
"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#QUALITY,pizza
"Best of all is the warm vibe, the owner is super friendly and service is fast.",AMBIENCE#GENERAL,vibe
"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE#GENERAL,owner
"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE#GENERAL,service
"If only they delivered, they'd make a mint!",RESTAURANT#MISCELLANEOUS,NULL
go here for the drinks!,DRINKS#QUALITY,drinks
the drinks are amazing and half off till 8pm.,DRINKS#QUALITY,drinks
the drinks are amazing and half off till 8pm.,DRINKS#PRICES,drinks
"Ask for Usha, the nicest bartender in manhattan.",SERVICE#GENERAL,Usha
My fav was the sassy lassi...,DRINKS#QUALITY,sassy lassi
This is an amazing place to try some roti rolls.,FOOD#QUALITY,roti rolls
I really recommend the very simple Unda (Egg) rolls.,FOOD#QUALITY,Unda (Egg) rolls
"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,spices
"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,onions
"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,eggs
"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,roti
Amazing!,FOOD#QUALITY,NULL
"Toons has recently been redone, so it's now a very attractive space.",AMBIENCE#GENERAL,Toons
The food's as good as ever.,FOOD#QUALITY,food
"In an area sadly lacking in decent Thai food, this is one of the best spots.",FOOD#QUALITY,Thai food
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",AMBIENCE#GENERAL,decor
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",SERVICE#GENERAL,service
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",FOOD#QUALITY,food
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",FOOD#STYLE_OPTIONS,portions
Can't wait to go back.,RESTAURANT#GENERAL,NULL
Best drumsticks over rice and sour spicy soup in town!,FOOD#QUALITY,drumsticks over rice
Best drumsticks over rice and sour spicy soup in town!,FOOD#QUALITY,sour spicy soup
Beef noodle soup is good as well.,FOOD#QUALITY,Beef noodle soup
The service is good and the resturant is clean.,SERVICE#GENERAL,service
The service is good and the resturant is clean.,AMBIENCE#GENERAL,resturant
Best Taiwanese food in NY!,FOOD#QUALITY,Taiwanese food
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,RESTAURANT#GENERAL,Rao's
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",RESTAURANT#GENERAL,NULL
Rao's has the best service and atmosphere in NYC.,SERVICE#GENERAL,service
Rao's has the best service and atmosphere in NYC.,AMBIENCE#GENERAL,atmosphere
Good luck getting a table.,RESTAURANT#MISCELLANEOUS,NULL
My roommate and I LOVE this place.,RESTAURANT#GENERAL,place
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE#GENERAL,outdoor seating
Indoor was very cozy and cute.,AMBIENCE#GENERAL,Indoor
"The portion sizes here are huge, and the sushi is good.",FOOD#STYLE_OPTIONS,portion
"The portion sizes here are huge, and the sushi is good.",FOOD#QUALITY,sushi
Staff is very accomodating.,SERVICE#GENERAL,Staff
"Excellent dumplings served amid clean, chic decor.",FOOD#QUALITY,dumplings
"Excellent dumplings served amid clean, chic decor.",AMBIENCE#GENERAL,decor
"I got the $10 10-piece dim sum combo, every bite of which was great.",FOOD#QUALITY,$10 10-piece dim sum combo
But $1 for each small piece???,FOOD#PRICES,NULL
Not worth it.,FOOD#PRICES,NULL
I won't go back unless someone else is footing the bill.,RESTAURANT#GENERAL,NULL
I won't go back unless someone else is footing the bill.,RESTAURANT#PRICES,NULL
The decor is very simple but comfortable.,AMBIENCE#GENERAL,decor
The food was delicious but do not come here on a empty stomach.,FOOD#QUALITY,food
The food was delicious but do not come here on a empty stomach.,FOOD#STYLE_OPTIONS,food
The portions are small but being that the food was so good makes up for that.,FOOD#STYLE_OPTIONS,portions
The portions are small but being that the food was so good makes up for that.,FOOD#QUALITY,food
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD#QUALITY,crabmeat lasagna
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD#QUALITY,chocolate bread pudding
The staff there is very attentive and down to earth.,SERVICE#GENERAL,staff
I loved it and would go again.,RESTAURANT#GENERAL,NULL
Great Indian food and the service is incredible.,FOOD#QUALITY,Indian food
Great Indian food and the service is incredible.,SERVICE#GENERAL,service
The owner truly caters to all your needs.,SERVICE#GENERAL,owner
"When family came in he gave them apps to test their palets, and then ordered for them.",SERVICE#GENERAL,NULL
Everyone was more then happy with his choices.,SERVICE#GENERAL,NULL
Great food and the prices are very reasonable.,FOOD#QUALITY,food
Great food and the prices are very reasonable.,RESTAURANT#PRICES,NULL
The food here does a great service to the name (Cantonese that is...).,FOOD#QUALITY,food
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,FOOD#QUALITY,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork
This dish is my favorite and I always get it when I go there and never get tired of it.,FOOD#QUALITY,dish
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD#QUALITY,congee
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD#QUALITY,Ow Ley Soh
Simply some good tasting Chinese food at incredible prices...,FOOD#QUALITY,Chinese food
Simply some good tasting Chinese food at incredible prices...,FOOD#PRICES,Chinese food
Service is not what you are coming here for...,SERVICE#GENERAL,Service
Big Wong is a great place to eat and fill your stomach.,RESTAURANT#GENERAL,Big Wong
"whoever the jazz duo was, they were on POINT.",AMBIENCE#GENERAL,jazz duo
"good music, great food, speedy service affordable prices.",AMBIENCE#GENERAL,music
"good music, great food, speedy service affordable prices.",FOOD#QUALITY,food
"good music, great food, speedy service affordable prices.",SERVICE#GENERAL,service
"good music, great food, speedy service affordable prices.",RESTAURANT#PRICES,NULL
even the wine by the glass was good.,DRINKS#QUALITY,wine by the glass
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",LOCATION#GENERAL,NULL
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",RESTAURANT#GENERAL,NULL
Consistently good Japanese Tapas.,FOOD#QUALITY,Japanese Tapas
Always good drinks and service is pretty good;,DRINKS#QUALITY,drinks
Always good drinks and service is pretty good;,SERVICE#GENERAL,service
Atmosphere is nice and relaxed too...,AMBIENCE#GENERAL,Atmosphere
A great place to meet up for some food and drinks...  ,RESTAURANT#MISCELLANEOUS,place
Yakitori (bbq meats) is tasty too.,FOOD#QUALITY,Yakitori (bbq meats)
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",FOOD#QUALITY,fish
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",SERVICE#GENERAL,staff
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",RESTAURANT#MISCELLANEOUS,sushi chef
Price and quality of fish alone will keep us from making a return visit.,FOOD#PRICES,fish
Price and quality of fish alone will keep us from making a return visit.,FOOD#QUALITY,fish
Price and quality of fish alone will keep us from making a return visit.,RESTAURANT#GENERAL,NULL
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,FOOD#QUALITY,chef
No thanks!!!,RESTAURANT#GENERAL,NULL
"This place, which is only a few months old, is perhaps Queens' biggest secret!",RESTAURANT#GENERAL,place
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",AMBIENCE#GENERAL,decor
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",FOOD#QUALITY,food
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",FOOD#PRICES,food
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",SERVICE#GENERAL,staff
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",AMBIENCE#GENERAL,Rice Avenue
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",LOCATION#GENERAL,Rice Avenue
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",RESTAURANT#PRICES,Rice Avenue
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,SERVICE#GENERAL,waiter
We were then shooed inside.,SERVICE#GENERAL,NULL
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",SERVICE#GENERAL,waiter
"We left, never to return.",RESTAURANT#GENERAL,NULL
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",FOOD#PRICES,food
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,wait-staff
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,service
